LIMIT_BAL,AGE,SEX,EDUCATION,MARRIAGE,UTILIZATION_RATE,PAY_DELAY_MONTHS,default
198777.25635611796,45,2,4,2,0.3639315080033794,1,1
126041.2881077355,33,1,3,3,0.1932797896868606,2,0
140717.05116680913,41,1,3,1,0.30146300283439464,1,1
94683.25129969859,65,1,1,1,0.14147242459857204,3,1
90189.66879596646,51,1,2,1,0.299727554917448,0,1
190626.2911197099,57,1,1,2,0.06316883843980473,1,1
217812.00142854115,68,2,2,2,0.48152814894248486,2,0
146399.4939209833,63,1,1,2,0.3674955437664917,0,1
200176.6448946012,25,1,2,1,0.5225757185933737,2,1
168081.8012523817,33,2,2,1,0.2573631285990015,1,0
117744.01226974379,48,2,1,2,0.578907887648985,0,0
168069.7802754207,63,1,2,2,0.5074161515249032,5,0
226901.82832329845,45,2,3,2,0.3678151075718677,2,1
148208.6980445024,55,1,1,2,0.39727474828746984,3,1
228232.18279070032,67,1,3,2,0.062283298456237896,0,0
20000.0,59,1,1,1,0.27777955955301087,0,1
191095.12521876118,27,1,1,1,0.33310339247658827,3,0
154352.35341190855,58,2,1,2,0.07449331505960147,0,0
135049.63247670664,52,1,3,2,0.28070801362383285,4,1
154588.03882677513,23,1,2,1,0.31983388531700396,1,0
50621.55426995536,65,1,3,3,0.13971520720800626,0,1
139016.4056081244,59,1,2,2,0.3237737001913156,1,0
167855.62857558733,57,1,1,1,0.2623032100006756,2,0
223894.7022370758,42,1,2,2,0.33779639641351455,0,1
124086.48908631763,28,2,1,3,0.3049209319049973,1,0
109575.31985534061,37,1,3,1,0.18055308718132787,0,0
124912.14782077317,47,1,1,2,0.2476417512523962,1,1
195770.1058851037,53,1,1,2,0.3525674619010776,0,1
166437.55548298423,66,1,3,1,0.15175351214878335,0,0
123511.98981164806,37,1,4,2,0.3901581147202767,1,1
175663.3716556678,62,2,1,1,0.16415601170584918,2,0
154853.87746740202,32,2,3,1,0.3744026821854264,2,0
198432.24952664447,68,1,1,1,0.4574913106350933,2,0
114897.34530613238,66,1,3,1,0.13226676914801364,0,0
133616.89267011159,47,2,2,1,0.2912575276847966,1,0
130394.59234339211,68,1,1,2,0.38182877559559114,1,0
76824.25259339408,28,1,1,1,0.37968248321235165,1,1
164806.0138532288,43,1,1,2,0.27847468200347614,2,1
163052.76360899446,62,2,1,2,0.07880435319605283,0,0
150255.67283212303,69,1,1,1,0.4162981707125929,2,0
138270.64333124267,49,2,2,2,0.3353999559341444,1,0
79231.46289747929,40,2,4,2,0.32019327091944894,3,1
128967.73386173205,36,1,1,2,0.33076678711094243,3,1
132864.2741736615,37,2,2,1,0.4992582891616422,1,0
109886.13653891906,36,2,2,2,0.3130366516095614,2,1
141935.71441669954,39,1,3,3,0.33320817236633826,2,1
170202.5428407269,28,1,2,1,0.17475868709977868,0,0
244309.29506052652,58,1,2,1,0.3926098404840444,1,1
158728.89064159195,58,1,2,2,0.08963393740520846,0,0
162877.51953613822,49,1,1,1,0.3823553402259325,1,1
146277.70421169163,61,1,1,2,0.19787706658996104,1,0
54061.43923504793,56,1,2,1,0.36908271236845164,1,1
148674.30622753914,46,2,1,1,0.09260571838128802,0,1
153011.51049705132,51,1,2,2,0.01987223927186331,1,1
273162.10562426434,64,1,1,1,0.41222869912098814,3,0
140381.95176094386,32,1,2,1,0.20799673669143634,0,1
165077.36711668063,37,1,1,1,0.46687535215159537,0,0
148264.41151473785,35,1,3,1,0.3646448009270705,0,0
91566.0981190234,29,1,3,2,0.4106726261886898,1,1
207141.14072575103,59,1,1,3,0.32473405592671795,3,0
187596.65163433872,62,2,1,1,0.3725128351394587,1,1
189551.59735215234,68,2,2,2,0.24782172127411795,0,0
104530.62726026305,32,1,1,1,0.14980484234836589,1,1
220139.71554680495,52,2,1,2,0.10434179045739755,1,1
79907.44686038596,45,2,1,1,0.15081627696425023,0,0
179342.8546900135,59,1,3,1,0.36844757332880507,2,1
259522.7812904989,38,2,3,2,0.5532589578169403,1,1
100473.18374346558,35,2,2,1,0.1514567248634104,1,0
121685.1135198614,52,1,2,1,0.3478536537810986,2,1
154982.56825438206,26,1,3,2,0.212957703650914,0,0
124826.21729419004,64,1,3,2,0.2646815483290662,4,1
72466.82844669337,63,1,4,2,0.19145549514606863,1,0
153428.14874030137,55,2,1,2,0.18331703897922585,3,1
96884.81431369475,54,1,1,2,0.3979274741628643,2,1
173679.62153175907,58,2,2,1,0.05567752171192627,0,0
104028.78828830985,25,2,2,1,0.2834696379206108,3,0
227496.72025087697,38,2,1,2,0.10280817811985313,0,1
110837.33538318815,36,2,1,2,0.3085239660144231,0,0
133896.92418971623,28,1,3,2,0.3875415664268805,0,1
190675.8608684835,45,1,3,2,0.40203473449990573,1,0
88456.78417830224,52,2,1,1,0.14665795888138722,0,0
161372.99673020648,46,1,3,1,0.08012736288504588,2,1
215357.1377141214,42,1,2,1,0.01690423071699733,3,1
69625.83827193863,51,2,3,2,0.07623467844825255,1,0
159231.69292661521,63,2,2,2,0.6009792841900337,0,1
162994.13971242117,30,1,1,2,0.44754951798636206,1,1
189091.14358886553,32,2,2,2,0.3630815700196507,1,0
88152.46445609591,48,2,2,2,0.0392006634889049,1,0
83977.16934578618,26,1,2,2,0.2525526438234868,2,1
176097.07828084487,40,1,1,3,0.14250145725645744,0,0
164849.2336616593,25,2,4,2,0.16153706214791233,0,0
162524.64251729383,43,1,1,3,0.32568550544794866,0,1
167322.4104748488,29,1,1,1,0.5290793950242473,1,1
115998.76392107546,49,1,2,1,0.5429199654009844,1,1
161612.68485805017,36,2,2,2,0.6741359104751276,1,1
164653.62366493407,66,1,2,3,0.2000403741874933,1,0
114282.4290986816,42,1,3,1,0.18214276589394976,2,0
243288.72555723783,28,1,2,1,0.3363410263719892,0,1
173691.64604558938,40,2,2,2,0.2810257192003524,2,1
90434.82513986758,34,1,2,2,0.310987022962466,2,1
182827.6804316915,59,1,1,1,0.12583806373384068,1,1
101265.91648863393,57,2,2,2,0.2020012395889329,0,1
189354.2301871226,54,1,3,3,0.3089424925270999,1,0
207929.7789503702,31,2,1,2,0.29492008123419994,0,0
108965.88408241447,60,2,2,1,0.3976753568097982,0,0
198168.80646221607,53,2,3,1,0.39875953904230566,2,0
170639.0463468249,51,1,1,1,0.10602914202671841,0,0
191103.0079997245,64,2,2,1,0.13847974917895178,2,1
244839.64913269738,54,2,4,1,0.1904455815761827,2,1
137730.59419985648,27,2,1,2,0.2891215448946202,0,1
112313.19178212552,69,1,1,1,0.10270598396502936,1,1
105524.27851872383,43,2,3,2,0.11106467527140834,3,1
109209.48575172809,66,1,3,3,0.27017603544439456,1,1
146144.9145292948,27,1,2,1,0.18202358074134217,1,1
167057.59874083218,45,1,2,3,0.5579843194350199,0,1
163834.53996650095,23,2,3,2,0.08052044628974828,3,0
191359.16245180118,58,1,2,2,0.6454535126689132,3,1
150650.09459389534,40,1,1,1,0.1325818374187735,2,1
222676.70385786582,54,2,1,2,0.3902661280724584,2,1
136767.1583381022,69,1,2,1,0.6441400043350626,0,1
286008.45832948096,64,2,3,2,0.15838391798861695,1,0
181283.3673882503,64,1,3,1,0.35750101053005545,0,0
107142.12217918587,50,1,4,2,0.17107718868836427,1,1
96455.3750969444,37,2,3,1,0.3180991875417314,1,1
174123.62076215926,30,2,2,1,0.38321626887804827,1,1
138826.86073370746,55,1,2,2,0.36842887951630443,2,1
185700.02470460458,40,2,3,2,0.05228069674690489,1,0
173661.88122867723,38,1,2,1,0.13681178456453563,0,0
146358.55436715635,65,1,2,1,0.06442383417384595,1,0
107660.31409657975,64,1,1,2,0.2357730973266086,3,0
74257.63876570677,47,1,3,2,0.6496212477099915,1,1
127674.25239664895,69,1,2,1,0.5781795571186816,2,0
192819.93971617363,56,1,1,2,0.23813541095651308,1,0
160704.6872065102,43,1,2,2,0.12110804994961372,0,0
87713.0610644006,52,1,2,1,0.6540163187308766,1,1
158659.0462925591,30,1,1,2,0.6276852842463181,2,1
169265.86898644184,31,1,3,2,0.1899741549230756,2,1
105807.12818994335,58,2,1,2,0.12016957554501873,0,0
157686.2552972764,26,2,1,1,0.23396932350557453,2,1
152910.4359223,61,1,2,2,0.08378795329777465,2,0
92851.48510846886,67,2,2,1,0.1951863236592688,2,1
167889.36801741418,54,2,4,3,0.04785057026760005,4,1
178039.2263184117,56,1,3,1,0.14157400130164982,0,0
204152.56215876385,57,1,3,2,0.1936483738478161,1,1
202690.10260174517,37,2,1,2,0.4893291935769541,2,1
81116.53160214545,60,1,1,1,0.27996091458782524,1,1
103108.74800424385,60,2,2,2,0.2050464099149696,0,1
175751.763360433,32,2,1,2,0.1802987558963546,1,1
175689.29754561043,41,2,3,1,0.623871701186929,1,0
175752.3843153024,60,2,2,2,0.13200332811747467,1,0
342636.5745327361,39,1,4,2,0.029452961229265957,1,0
178544.52553465834,23,1,1,1,0.4549897444243035,0,1
206778.28200902994,38,2,2,3,0.21961767196415347,2,0
197700.0881746601,39,1,2,2,0.17666991425942424,0,0
182569.5625652899,67,2,1,1,0.15895628245118673,2,1
134236.53776798272,26,2,2,2,0.2885959035359601,0,0
187948.46102466338,36,2,2,1,0.4299456368140504,0,0
111358.7392731214,28,1,2,2,0.42395192538913246,0,0
138159.06966299957,68,1,1,3,0.347006403864722,0,0
125731.82260854483,38,1,1,1,0.4848675834949434,1,1
154093.70696931612,68,1,2,2,0.12847658653575367,1,1
265732.92833367543,63,2,1,2,0.023554387276685344,1,0
56636.74037041259,59,2,1,1,0.5244071210320529,0,1
184313.00951872568,69,2,1,3,0.20208437928586767,1,1
69364.20644051742,69,1,1,2,0.47528472937166355,1,1
126403.40671052833,32,1,1,2,0.07332241403506419,2,0
204447.52984836831,65,2,1,2,0.287775642922321,1,1
153214.00095477313,30,1,2,1,0.15045522171733397,0,0
96112.76110353469,27,1,2,1,0.26898171891018247,1,1
114234.8145370016,66,2,2,3,0.35832994313635225,1,1
183979.8874467338,21,2,3,2,0.39567364912066916,0,0
113481.66841414318,69,1,2,2,0.22579290795573537,1,0
160822.92947909873,56,2,2,1,0.11756201872993866,0,0
152278.59199519068,41,1,3,2,0.22173556953792262,1,1
117419.98261970915,57,2,2,3,0.5579356064029009,1,1
257197.20446626627,44,1,2,1,0.28270806643601215,0,1
181695.95111590056,45,1,2,1,0.054701487328716866,0,1
48742.87066711964,27,2,2,2,0.1897016136725831,1,1
159322.7157384714,62,1,3,1,0.31059725894419804,0,0
116910.6767615806,37,2,1,1,0.5236719132330944,0,0
192621.6667398112,49,2,1,2,0.6056712942489574,0,1
110373.96307836496,50,2,1,3,0.3927676600499421,0,1
144263.17792665504,27,2,1,2,0.1687496947835878,2,1
175249.36394902287,53,1,1,2,0.15674189527318258,0,0
193287.75970850608,27,2,2,2,0.2592163054706376,0,0
89985.17964721119,44,1,3,2,0.27165131397518805,3,0
133274.9382079526,31,1,3,1,0.17264592735888445,0,0
126252.7344419522,29,2,1,1,0.06665682545990469,0,0
117333.53837131441,32,1,4,1,0.35044717973299666,1,1
238272.71201405485,55,1,2,1,0.16453284144335403,3,1
170249.0855480478,24,1,1,1,0.3698122869115693,1,1
86955.80228324774,56,2,3,1,0.3378920092294442,1,1
195893.0973527388,48,2,2,1,0.506867287556125,2,1
256107.80985063166,33,1,2,1,0.6239588197376866,2,1
201623.26302755735,43,1,1,2,0.08474140765469339,1,1
74031.50170229933,39,2,2,1,0.11709974724569257,3,0
125788.29635668744,62,1,3,2,0.5786316203060736,1,1
213345.55745933115,57,1,2,1,0.43611304258553696,1,1
114616.52671906096,59,1,2,2,0.11128012016957353,1,1
172190.97140731142,44,1,2,3,0.5933736864973177,1,1
188731.70267146683,36,1,3,2,0.07509889096827092,0,0
103653.47642109585,53,2,1,2,0.09459388871090241,4,0
147023.73219691,32,1,2,3,0.22454890552126427,0,1
20000.0,54,2,1,1,0.44363395212100704,0,1
98780.61793328551,27,2,2,3,0.192811294789848,1,0
137371.592430342,31,2,2,2,0.33706353050770915,1,1
87610.84090175753,51,1,1,2,0.042072273895501576,0,0
231620.56519658177,49,1,2,1,0.697848837359444,1,0
78492.93110196837,33,1,2,2,0.17460375963845767,1,0
127997.77566515081,51,2,1,2,0.34429637504444843,2,1
156537.02886430456,22,1,2,2,0.2917576458790482,1,1
222063.66445330577,59,1,1,2,0.28486621982836935,0,1
78206.89244102803,35,1,2,1,0.10801822285026894,2,1
208158.18760774797,31,1,1,1,0.04661504902589808,0,0
150511.65305097937,54,1,2,1,0.1614682699496623,1,0
100924.56744760246,59,1,3,1,0.3656270303848698,2,1
173105.17371316353,24,1,2,1,0.17904701710350618,2,1
159952.9847786735,31,1,1,1,0.425107670243151,1,1
119989.15614206027,49,1,3,1,0.4123963163752194,0,1
153490.10424950093,22,2,2,2,0.059611292333374456,0,0
130734.32015691198,36,1,1,1,0.21658576593355913,2,0
155675.8672625624,59,1,3,3,0.3340665661667239,2,0
183106.53372605232,33,1,1,2,0.1400794166551035,2,0
229300.8408072676,57,1,2,2,0.5027814809555098,2,1
88109.22505865755,37,2,2,1,0.22375928328549038,1,1
256651.66873281333,41,1,2,2,0.0738717903694755,1,0
52395.610023874906,64,2,3,2,0.5060365497979403,2,1
142410.74524822083,39,2,2,3,0.31348341224727855,1,0
179415.86032422882,27,2,1,2,0.2808618374679584,1,0
164049.59338675163,58,1,3,2,0.241507771884786,2,1
118865.02400897031,28,1,3,2,0.09951354423974916,1,1
139593.88748213623,33,2,2,1,0.1648453712376931,1,1
125349.95326705836,57,1,2,1,0.030807573118564285,0,1
120531.76215278942,22,2,1,2,0.31855911667625725,0,0
192480.10485105123,61,2,3,1,0.20576388118306282,2,1
167850.77429825236,31,2,1,1,0.1150946068540568,1,0
115354.52023696729,44,1,1,2,0.07823213671756245,0,0
194979.99377166253,26,2,2,1,0.1255775224601919,1,0
165364.97604383048,46,2,1,2,0.15740068366348808,1,0
190643.10594194802,27,2,1,3,0.16633826328759604,1,1
181481.4420961806,59,1,2,1,0.5283935922320875,1,0
108550.2494538964,39,1,1,1,0.17343015875687368,1,1
121990.94799015153,26,1,1,1,0.17678433491762327,1,1
187364.6802561631,63,1,1,1,0.44461231091560843,2,1
180518.51327167323,49,1,1,1,0.12082080533534732,0,0
148954.9203017926,63,2,2,1,0.7004108961243839,2,0
155866.3691654391,59,1,3,1,0.1630117175252163,0,0
213883.24478942124,22,2,2,1,0.32754568295234,0,0
120421.4305582085,39,1,2,2,0.5288335227370053,1,0
177354.8690585019,24,1,1,2,0.30036333856073766,2,1
139890.3673783053,26,1,1,2,0.042449953559634594,1,1
139115.939838639,69,1,1,2,0.20244171794581342,0,1
204938.84259935952,57,2,2,1,0.34852220823182206,0,0
191270.81744940148,48,1,2,2,0.04875856573986234,0,0
190675.48180003194,50,2,2,1,0.04849977015869156,1,0
215273.94035771646,27,1,1,1,0.5253704699917969,2,1
151050.19208163794,29,2,1,2,0.28139836686842734,1,0
184097.6485647482,45,1,3,1,0.07754257993111613,1,0
134486.6621703272,53,1,1,1,0.16311392005257233,1,0
166208.3176244221,21,1,2,2,0.2503143027148221,0,0
143492.84728161577,26,1,2,3,0.31750716119211514,0,0
154849.7982496359,38,1,2,1,0.11758056264728883,1,1
179757.8512718457,30,2,3,1,0.34859471576890433,2,0
109088.96583832637,48,2,3,2,0.33355281794891867,1,1
254619.363784273,31,2,2,2,0.2391854360946081,2,1
99699.1309250149,53,1,2,1,0.2125392357443083,1,1
89290.56936061339,21,1,1,2,0.19782889108468815,1,0
207905.5436750034,33,1,3,3,0.3033762034986573,1,0
189583.13469814678,57,2,2,1,0.17179378647503948,1,0
181205.99085260776,40,2,1,3,0.2452125434337544,1,0
181417.275463214,21,2,2,3,0.19270932944756594,0,0
149387.66135765426,23,2,1,1,0.21469576777203314,0,0
105137.28142570842,38,1,2,2,0.34277001956479797,0,1
153790.2279096863,61,1,2,1,0.4012520739808243,0,1
116141.91442439442,34,1,1,2,0.2553895087023092,1,0
198755.98667088756,51,1,1,2,0.7003114662616114,0,0
142647.13092489308,47,1,3,1,0.24519861440727062,3,1
108725.14016037443,37,1,3,2,0.19158696332220732,0,1
133930.70791735032,66,2,3,2,0.053095351296450356,1,1
170646.5727137812,49,2,1,1,0.19330151332773626,0,0
121813.77235980127,56,2,3,1,0.31131413395110313,0,0
108888.98022167843,57,2,2,1,0.569640293708486,0,0
162184.36057459563,46,1,1,2,0.2714183682467592,2,1
162248.32855543614,37,1,1,3,0.19407398224474476,0,0
124652.84123144351,42,2,1,2,0.24530355908782234,1,1
126448.08471908385,45,1,1,1,0.6247610732754344,2,1
161602.49686788183,22,1,4,2,0.4144620855544905,0,1
77595.7829251338,42,1,1,1,0.41831994288112495,1,0
79626.81128117224,25,1,2,1,0.22053545627235718,0,1
114077.78893737821,24,1,2,2,0.48745335804401646,1,0
139327.64241440763,56,1,1,2,0.09321113892433684,1,0
165545.37827990024,26,1,2,2,0.5070859258301997,1,1
223767.81084747758,41,2,1,3,0.17631253671442004,1,0
192882.98116010096,33,1,3,2,0.2544581723258567,2,0
142003.07350182865,57,1,1,2,0.17274590325056288,1,1
149049.18960486556,45,1,2,1,0.37036332642378944,1,0
99873.53176810956,46,1,2,3,0.34160128056743694,1,1
149074.3432003805,59,2,3,2,0.3776814893157682,1,0
135567.06805399308,40,2,3,2,0.08261744043844753,3,1
166135.92801690448,53,2,2,1,0.13024094246911966,3,1
108638.45282238384,34,1,1,2,0.28234358059488107,1,0
175967.3257120586,56,1,2,2,0.26458256328637936,0,0
226636.94565012888,37,1,3,1,0.32839773499426445,1,0
144561.99257715713,41,1,3,2,0.0880408462471618,1,0
170085.58610494708,66,1,1,3,0.08257053637748571,0,0
184507.19958555562,36,1,1,1,0.27797085553774187,0,0
129938.97640570819,66,1,3,1,0.7054176312464455,1,1
161204.62409052084,36,2,2,2,0.10621217825572993,1,0
150629.62003908976,40,1,1,1,0.07245040646944337,2,0
154883.80492744158,49,2,2,2,0.23746652549509586,0,1
111349.51080722667,48,1,2,2,0.49772307764300583,0,0
151225.50871294714,28,1,4,1,0.4633386800149007,3,1
174899.9145622725,44,2,2,2,0.21876151283176318,5,1
222557.1803897521,23,2,1,2,0.4036379210545547,2,1
197963.54130426035,45,1,1,2,0.10838369564924309,2,0
257659.12287557783,39,1,1,2,0.5113379287746946,1,0
111632.62185559754,53,1,2,2,0.17790148812799156,1,1
193616.03183603392,22,1,2,1,0.2865416160857504,0,1
159167.1002869176,35,2,1,1,0.2850603265482729,1,0
259490.14666088362,42,2,2,1,0.31562634913508314,1,0
109585.08573224243,30,2,2,1,0.11068284149360305,1,1
108013.9078909612,38,1,1,2,0.724188936999933,0,0
120030.36772779889,42,2,1,2,0.13634898969070597,1,1
43805.21378450966,66,1,4,2,0.5269132090139473,2,1
123712.24891596194,69,2,1,1,0.3754094931001866,1,0
112043.3669223151,47,2,3,1,0.20369146220741702,1,0
157519.6893238104,33,1,2,2,0.07468389756780809,2,1
167087.79878885797,53,1,3,1,0.20287922676490927,1,1
243808.5419607943,25,1,3,2,0.07819615179015248,0,1
197521.19190930252,46,1,2,1,0.17827166494458802,1,1
121154.81721687985,33,2,3,3,0.13380791611811374,2,0
105079.26643258211,47,1,3,2,0.06855590450031465,3,0
174595.9585753253,34,1,2,2,0.1612951237848304,1,0
83988.33964896789,44,1,1,1,0.5469162043884964,1,1
241572.93829271768,23,2,1,2,0.14448548843599557,1,0
208972.00603606435,67,1,3,3,0.16997343405825885,0,0
126541.21739476477,69,2,2,2,0.07504155707746275,0,1
64343.27354545612,50,2,1,1,0.3402035633729821,0,1
217693.61870827066,55,2,1,1,0.21286073631134667,0,1
144273.0077373691,68,1,2,1,0.26181758342236294,3,0
211890.81559867307,34,1,1,1,0.2711636563788884,1,0
70278.61706028164,32,1,2,2,0.20909696009060902,0,1
120031.24885231136,48,1,2,1,0.510639816339791,1,1
150262.18498590915,64,1,2,1,0.1678812497657717,3,1
152349.0296882371,49,2,1,2,0.440015074585029,0,0
127496.72642603781,63,1,1,2,0.12020878566742464,2,1
181142.49661737494,37,2,1,2,0.3556315076442822,0,1
96618.97853087028,60,1,1,3,0.04730282352610068,1,1
142881.02574893532,69,2,2,1,0.1791312869383339,1,1
156014.78158559493,41,2,2,2,0.32203717320829534,2,1
175721.94170293745,43,2,1,1,0.21294520447221904,2,0
185580.7439044445,40,2,1,1,0.6646052598567818,2,1
93767.89540810653,31,2,1,1,0.29799680381396065,1,1
73294.29146321889,54,2,4,1,0.2514151435349185,1,1
213883.84109492545,30,1,2,1,0.295392140432968,1,1
166615.70059897957,30,1,3,1,0.2800240780519823,1,1
112575.67317217232,63,1,3,2,0.17821173755882486,0,1
227557.59877612616,26,1,2,2,0.18765282340200207,1,0
155783.73171464293,56,1,2,3,0.37497796822162943,1,1
208964.85920319133,44,1,1,2,0.3092117077539195,0,1
153375.92407050545,32,1,2,1,0.08940198647331375,0,0
253037.39624409936,63,1,1,1,0.30342341610461016,0,0
237767.0421221602,43,1,3,1,0.17652754816048488,4,1
137551.7925760463,47,2,1,1,0.2768519996988612,1,0
198578.54754771775,65,1,3,2,0.2281754584530892,1,0
182268.79747925737,57,2,1,2,0.06883580304114265,0,1
218431.57787661743,26,1,3,1,0.3498518862321652,1,0
101753.82697099478,21,2,1,1,0.4913133430929355,1,1
184302.57299992198,26,2,2,1,0.5423292020691569,0,1
202921.2243424794,42,2,2,1,0.11593427656319001,0,1
62063.02567884429,61,2,1,1,0.18265664622723216,2,1
90837.07436671125,44,1,2,2,0.13684128708646115,1,1
48038.39111199498,45,2,3,1,0.15566086615667596,1,0
136529.6582777721,35,2,1,2,0.2352949926212873,1,0
185877.11278979812,46,2,3,1,0.22843138464597343,2,1
225117.85260480142,28,2,2,1,0.5068779298182664,2,0
153704.73902098875,44,1,3,2,0.13967962930247857,2,0
231430.77727856458,68,2,1,2,0.4642763508634505,0,1
80994.92708925543,58,1,2,1,0.3237715254295185,0,0
64830.87803224227,26,1,3,2,0.5111572657730239,2,0
147222.61505516907,55,1,2,1,0.2693817500475723,0,1
169203.27244696536,62,2,2,1,0.1843611378311414,0,0
148365.26259529535,21,1,1,2,0.030294805330423266,0,0
46627.89499800617,66,1,1,2,0.13297794465453172,1,0
145543.99802436057,56,1,2,1,0.12437723382819589,4,0
84776.52497475734,32,2,2,1,0.1666957315645037,1,1
183483.6274415019,58,2,2,2,0.24838802178508346,0,0
168329.9123048424,31,1,1,1,0.3937494837855735,0,1
103006.01068363224,32,1,2,1,0.41517826458231727,0,0
124306.65413316533,62,2,1,2,0.26548851826278974,1,0
97039.32390555242,59,2,2,3,0.08751485699075189,0,0
146866.04513634142,27,2,3,1,0.2831375107689471,3,1
197757.11602506193,31,1,3,2,0.24686040194891656,1,0
100713.69768322281,56,2,1,2,0.2717013111757733,2,0
175202.3257758922,51,1,3,1,0.5045288355250872,1,1
123487.11908137795,53,1,2,2,0.08564179058401884,2,0
110356.35838688278,33,1,2,3,0.23018571576526273,3,1
144648.4820022721,38,1,1,1,0.08038495380048957,4,1
98237.88387903129,61,2,2,1,0.1710418470202799,2,1
122317.5347326409,44,1,1,3,0.08415403760531204,1,1
90106.10537055758,29,1,2,2,0.29670212847265154,1,1
248236.25664581946,51,1,1,1,0.44339841588352047,2,0
151763.17759858642,61,1,1,2,0.30113465338503936,2,1
115013.72460037071,30,1,1,2,0.0718164943073951,2,0
160698.9955367111,22,1,1,2,0.2039786776851593,3,0
144383.5975154585,58,1,1,3,0.16313128454388207,2,1
138951.52002333885,35,2,2,1,0.03864479866578845,0,0
180708.33500217125,23,2,1,1,0.566804673871649,1,0
187875.38550236524,63,2,2,2,0.5483128519984118,2,1
123474.94261947363,51,1,1,1,0.11711235230221795,1,1
121209.087967766,26,2,3,2,0.36446198778454786,3,1
136247.4151424178,23,2,3,1,0.24757577932960742,1,1
34903.94176322076,31,2,1,1,0.23052153674391163,0,1
74240.44689007239,35,2,2,2,0.7215654346901279,2,1
218343.71337222622,65,1,1,2,0.3385908207908266,1,0
232248.38567506417,48,2,3,2,0.13519436350741323,0,1
137548.19802218108,30,1,2,2,0.2185044307300964,0,1
178827.84815278833,58,1,1,1,0.2034832922914391,1,0
165562.5077271768,67,1,1,1,0.34659068355413203,5,1
303944.0404227619,27,1,1,2,0.17450269960976592,1,0
